"","SRR29185159","SRR29185160","SRR29185161","SRR29185162"
"FBgn0039611",5,5,7,11
"FBgn0266170",0,0,0,0
"FBgn0000447",1648,1863,1968,1826
"FBgn0039300",23286,22704,22075,21265
"FBgn0263022",0,2,6,0
"FBgn0039022",4,4,1,3
"FBgn0039098",508,410,523,447
"FBgn0039626",979,1167,1156,1200
"FBgn0010768",1143,1503,1891,1621
"FBgn0039848",92,117,74,96
"FBti0019296",3,9,6,0
"FBgn0051526",0,0,0,0
"FBti0019329",0,0,0,0
"FBgn0085308",4,1,6,3
"FBti0061727",0,0,0,0
"FBti0063889",0,0,0,0
"FBgn0037602",177,143,187,136
"FBgn0039690",471,688,653,690
"FBgn0051516",4,2,3,2
"FBgn0038073",3,7,2,6
"FBgn0263579",0,0,0,0
"FBgn0262982",2,0,2,1
"FBgn0265418",0,0,0,1
"FBgn0250831",0,0,0,0
"FBgn0051495",105,143,154,177
"FBgn0267710",0,3,2,1
"FBgn0015402",1231,1723,1647,1586
"FBgn0002773",507,305,1544,1505
"FBti0020372",0,0,0,0
"FBgn0012024",0,0,0,0
"FBgn0011959",0,0,0,0
"FBtr0309673_df_nrg",0,0,0,0
"FBgn0264899",0,0,0,0
"FBgn0026634",806,1017,892,972
"FBgn0051217",341,366,259,292
"FBtr0472760_df_nrg",0,0,0,0
"FBgn0039379",1255,1473,1388,1448
"FBgn0038361",0,4,1,3
"FBgn0262127",403,736,871,718
"FBgn0266398",1,0,1,0
"FBgn0051019",20,38,25,22
"FBgn0001321",32,44,30,42
"FBgn0261061",0,0,0,0
"FBti0019398",0,5,2,1
"FBti0062069",0,0,0,0
"FBti0063896",1,2,0,0
"FBgn0025781",1414,1703,1597,1642
"FBgn0286030",0,0,0,0
"FBgn0038275",895,827,949,919
"FBgn0039254",363,390,509,414
"FBti0019337",0,0,0,0
"FBgn0038568",0,0,0,0
"FBgn0039265",1592,1689,1815,1711
"FBgn0038697",2,3,1,1
"FBgn0263738",613,763,661,698
"FBgn0037680",445,640,794,752
"FBgn0051014",0,0,5,0
"FBgn0262024",0,0,0,0
"FBgn0243511",1983,2556,2605,2613
"FBti0063885",0,0,0,0
"FBgn0085325",524,31,0,7
"FBgn0039682",95,82,30,71
"FBgn0020385",528,579,552,541
"FBgn0011845",0,0,0,0
"FBti0061784",7,15,23,8
"FBgn0000036",445,817,1192,670
"FBgn0038530",0,2,0,0
"FBgn0037689",0,0,0,0
"FBgn0038313",119,127,132,114
"FBgn0267649",0,0,0,0
"FBgn0267680",0,0,0,0
"FBgn0039104",23,1,24,4
"FBgn0267108",13,48,10,10
"FBgn0038914",3,0,0,0
"FBgn0260745",3763,5124,4856,3902
"FBgn0038828",452,551,410,404
"FBgn0038414",0,1,2,5
"FBgn0278597",0,0,0,0
"FBgn0267682",0,0,0,0
"FBgn0266382",0,0,6,1
"FBgn0037773",345,363,441,379
"FBti0019468",6,7,5,6
"FBgn0038642",0,3,4,1
"FBgn0083950",708,1042,1307,886
"FBti0020328",0,3,1,0
"FBgn0000247",2551,3484,3195,2863
"FBti0019429",0,0,0,0
"FBti0064286",0,0,0,0
"FBgn0028374",2725,2728,5645,3637
"FBgn0051242",0,0,0,0
"FBgn0267926",0,0,0,0
"FBgn0004577",4,3,1,5
"FBgn0266408",2,9,2,7
"FBgn0003510",0,0,0,0
"FBgn0038619",363,431,314,370
"FBgn0038976",2411,2496,1913,1951
"FBti0019386",0,0,1,0
"FBgn0267191",0,0,0,0
"FBgn0043884",8745,13636,12406,11698
"FBgn0262883",0,0,0,0
"FBgn0012003",0,0,2,0
"FBgn0262364",4,12,13,6
"FBgn0038957",404,519,538,481
"FBgn0267801",0,0,0,1
"FBgn0038797",2,0,0,0
"FBti0062168",0,0,0,0
"FBgn0038247",93,127,13,57
"FBti0062496",0,0,0,0
"FBgn0284419",0,0,0,0
"FBgn0037213",1731,2103,3217,3076
"FBgn0286041",0,0,0,1
"FBgn0038827",929,1086,1210,1194
"FBgn0243512",1131,1427,1477,1422
"FBgn0085320",0,0,0,0
"FBgn0011273",0,0,0,0
"FBgn0020626",2115,2507,2323,2183
"FBgn0054027",9,3,4,2
"FBgn0038108",7166,9812,7013,7392
"RR48372_transposable_element",0,0,0,0
"FBgn0266418",2365,3032,3033,3149
"FBti0061689",0,0,0,0
"FBgn0039315",0,0,0,0
"FBgn0267385",18607,17979,44123,27891
"FBgn0037443",2038,2619,2687,2702
"FBgn0038747",1205,1467,1422,1474
"FBgn0012002",0,0,0,0
"FBgn0039638",567,740,768,782
"FBgn0004901",1070,1082,1547,1348
"FBgn0051054",23,14,14,15
"FBtr0309664_df_nrg",0,0,0,0
"FBgn0038376",1544,1728,1841,1438
"FBgn0267194",0,0,0,1
"FBgn0038380",1,5,3,4
"FBgn0039705",868,1036,1087,1062
"FBtr0472729_df_nrg",0,0,0,0
"FBti0019353",0,0,0,0
"FBgn0038057",285,370,361,356
"FBgn0023097",2869,4056,4090,4001
"FBgn0083986",211,187,206,212
"FBgn0037376",3004,3239,3317,3204
"FBti0061723",0,1,0,0
"FBgn0037249",15435,18039,19089,17998
"FBgn0085306",0,0,0,0
"FBgn0039531",260,238,289,278
"FBti0062144",0,0,0,0
"FBgn0039883",2393,3955,4632,3094
"FBti0062524",0,1,0,0
"FBgn0054034",1,3,0,0
"FBgn0051573",1,0,0,0
"FBti0062367",0,0,0,0
"FBti0019407",13,16,28,13
"FBgn0010401",9,5,2,2
"FBgn0003129",15,10,22,27
"FBgn0039767",3935,4974,3793,4196
"FBgn0037910",0,0,0,0
"FBgn0264915",0,0,0,0
"FBgn0264491",596,890,973,997
"FBgn0266730",0,0,0,0
"FBgn0263527",0,0,0,0
"FBgn0051515",0,0,0,0
"FBgn0262383",0,0,0,0
"FBgn0002354",142,152,173,125
"FBgn0038143",443,651,738,570
"FBgn0038727",19,20,53,34
"FBgn0263755",1082,1215,1258,1171
"FBgn0039648",5,4,5,3
"FBgn0004777",1,217,1,2
"FBtr0472815_df_nrg",0,0,0,0
"FBgn0004175",1,0,0,0
"FBgn0267775",0,0,0,0
"FBti0020386",4,2,0,1
"FBgn0001139",5461,7381,8209,8190
"FBgn0265423",0,0,0,0
"FBti0019300",0,0,1,1
"FBti0060979",0,1,0,0
"FBgn0041710",86,37,16,2
"FBgn0267314",0,0,0,0
"FBgn0045862",3013,3937,3418,3205
"FBti0062601",0,0,0,0
"FBgn0039064",1934,2976,3194,2508
"FBgn0038638",766,986,629,778
"FBgn0051331",0,0,0,0
"FBgn0085382",1010,1529,2024,1291
"FBti0061579",0,0,0,0
"FBgn0039048",87,75,201,82
"FBgn0005632",6547,8908,9133,8348
"FBgn0039592",1,0,0,0
"FBtr0304253_df_nrg",0,0,0,0
"FBgn0051334",0,0,0,1
"FBgn0037439",1597,1867,2040,1895
"FBgn0051081",0,0,0,0
"FBgn0085413",1038,1436,2092,1433
"FBgn0267153",62,40,62,63
"FBgn0039491",9,4,10,2
"FBti0061792",0,0,0,0
"FBgn0039413",2,1,1,1
"FBgn0087013",9495,11969,12341,11464
"FBgn0265083",0,0,0,0
"FBgn0039779",1,0,16,5
"FBgn0039509",402,400,531,479
"FBgn0283554",0,0,0,0
"FBgn0051021",0,2,4,0
"FBgn0039050",0,0,0,0
"FBgn0014342",107,170,163,188
"FBgn0267777",0,0,0,0
"FBgn0262323",0,0,0,0
"FBgn0038607",9,10,10,23
"FBgn0023178",655,567,1817,917
"FBtr0472809_df_nrg",0,0,0,0
"FBgn0267675",0,0,0,0
"FBti0059752",0,0,0,0
"FBgn0051161",21,33,33,11
"FBgn0037489",1111,1371,1735,1728
"FBgn0266242",0,0,0,0
"FBgn0037624",71,70,54,57
"FBgn0261844",0,0,0,0
"FBgn0039835",328,398,361,369
"FBgn0262233",0,0,0,0
"FBgn0259227",469,615,698,666
"FBgn0051361",477,644,990,679
"FBgn0037650",0,1,0,0
"FBgn0037722",324,411,348,377
"FBgn0038865",1,1,7,6
"FBgn0039854",38,47,82,43
"FBgn0266413",2,1,1,4
"FBti0062468",0,0,0,0
"FBti0062160",0,0,0,0
"FBgn0261575",15,14,24,11
"FBgn0261006",0,0,0,0
"FBgn0267111",1,2,0,1
"FBgn0262028",0,0,0,1
"FBgn0039861",961,1379,990,1170
"FBgn0038460",49,51,81,78
"FBti0020349",0,0,0,0
"FBgn0026562",2680,2452,2798,2266
"FBgn0261840",0,0,0,0
"FBgn0001230",2189,2612,6318,3046
"FBgn0041711",3,5,4,8
"FBgn0039190",4,0,1,0
"FBgn0010438",94,89,72,87
"RR48405_transposable_element",0,0,1,0
"FBgn0039161",3,9,4,6
"FBgn0051282",0,0,0,0
"FBgn0260466",0,0,0,0
"FBgn0267339",3,16,3,11
"FBgn0015279",1682,2141,2652,2397
"FBgn0038149",2637,2816,3439,3670
"FBgn0259194",0,0,0,0
"FBgn0039233",834,800,946,954
"FBgn0000015",172,254,449,297
"FBgn0039622",5,12,2,8
"FBgn0262174",0,0,0,0
"FBgn0039093",0,0,1,1
"FBgn0261550",1918,2367,2811,2492
"FBgn0037972",121,137,105,188
"FBgn0051055",17,8,4,11
"FBgn0262539",0,0,0,0
"FBti0062489",0,0,0,0
"FBgn0259991",0,0,0,0
"FBgn0037382",1729,1968,1626,1514
"FBgn0037573",4607,5288,5416,5870
"FBti0019414",1,2,1,5
"FBgn0038886",0,0,0,0
"FBgn0037601",64,83,42,58
"FBgn0038142",0,0,0,1
"FBgn0051570",0,0,0,0
"FBgn0016691",8628,8505,9860,9153
"FBgn0051191",365,423,1106,644
"FBgn0264740",0,0,0,0
"FBgn0267210",1,0,0,0
"FBti0020316",0,0,0,0
"FBti0019313",0,0,0,0
"FBgn0038343",262,265,551,334
"FBgn0264694",3652,3928,2899,3231
"FBgn0261842",0,0,0,0
"FBgn0263343",0,0,2,0
"FBti0061515",0,0,0,0
"FBgn0053325",0,0,1,3
"FBgn0083985",86,123,115,120
"FBgn0265318",11,10,8,13
"FBgn0051471",0,0,0,0
"FBtr0304500_df_nrg",0,0,0,0
"FBgn0287601",0,1,0,1
"FBgn0039023",2,6,12,9
"FBgn0260399",813,1011,1209,1184
"FBgn0267131",0,1,1,0
"FBti0062757",0,0,0,0
"FBti0020368",0,0,0,0
"FBgn0263979",8897,10354,9565,9704
"FBgn0000140",2454,3161,4443,3919
"FBgn0038037",800,680,1946,1028
"FBgn0039554",1820,2186,2045,2152
"FBgn0038071",2750,3151,1854,2333
"FBgn0027539",725,1001,1206,1193
"FBgn0051221",1026,1337,3721,1809
"FBgn0002921",18508,27126,57382,34262
"FBgn0260969",2,0,0,0
"FBgn0267764",2,0,0,1
"FBti0019445",1,0,0,0
"FBgn0038209",1,0,0,2
"FBgn0267112",4,2,2,3
"FBgn0037217",132,112,133,110
"FBgn0039711",365,450,476,441
"FBti0020325",0,0,0,0
"FBgn0001215",11635,17235,15123,17241
"FBgn0265351",334,404,290,307
"FBgn0038268",275,424,423,375
"FBgn0039071",11,4,3,3
"FBtr0304229_df_nrg",0,0,0,0
"FBgn0039086",0,0,0,0
"FBgn0037698",315,509,1063,522
"FBgn0039299",3,1,0,0
"FBgn0027608",391,464,1752,827
"FBgn0002592",428,539,360,626
"FBgn0046689",5,9,2,2
"FBgn0025808",397,414,452,428
"FBgn0038981",1016,1350,1243,1521
"FBgn0063298",0,1,0,0
"FBgn0039338",6597,8768,8979,8577
"FBgn0038134",0,0,2,0
"FBgn0285955",936,1370,1379,1211
"FBti0019335",2,5,3,2
"FBgn0266238",9,16,13,15
"FBgn0040679",1,0,0,0
"FBgn0042102",0,0,5,8
"FBgn0261995",1737,1774,1770,1491
"FBgn0004779",0,35,0,0
"FBgn0038716",123,139,61,78
"FBgn0263460",0,0,0,0
"FBgn0039538",230,212,283,217
"FBti0063783",0,0,0,0
"FBgn0039360",905,1209,1190,1225
"FBgn0026314",6,1,47,21
"FBgn0264902",17,14,11,13
"FBgn0020546",3,6,5,13
"FBgn0038092",521,527,521,448
"FBgn0011474",1753,2451,2590,2714
"FBgn0261649",3482,5832,4864,4789
"FBgn0037537",1262,1355,1199,1554
"FBgn0038975",1556,2721,3824,2218
"FBgn0266253",5,0,0,0
"FBti0059740",0,0,0,0
"FBgn0039163",2113,2063,2193,2113
"FBgn0003257",1217,1372,2076,1756
"FBgn0266404",0,0,0,0
"FBgn0038280",0,0,0,0
"FBgn0027544",0,0,0,0
"FBgn0083048",13,10,10,11
"FBgn0263390",32,29,95,56
"FBti0061904",0,0,0,0
"FBgn0038337",167,195,57,104
"FBgn0284234",0,0,0,0
"FBtr0304222_df_nrg",0,0,0,0
"FBgn0061476",728,906,906,927
"FBgn0267233",0,1,0,1
"FBgn0038330",1057,1224,1139,931
"FBgn0037284",0,1,0,0
"FBgn0267443",1,3,9,5
"FBgn0267781",1,3,0,0
"FBgn0260463",46,90,82,78
"FBgn0039396",89,113,141,115
"FBgn0051523",1107,1510,2054,1778
"FBgn0038931",0,2,0,0
"FBgn0044826",1676,2460,2026,2150
"FBti0062074",0,0,0,0
"FBgn0037981",558,601,498,545
"FBgn0037433",211,237,211,253
"FBgn0085324",0,0,0,0
"FBgn0267676",0,0,0,0
"FBti0019366",0,0,0,0
"FBgn0037224",0,1,0,3
"FBgn0267681",0,0,0,0
"FBgn0003450",2,2,4,3
"FBgn0039562",16302,20742,15629,15042
"FBgn0043069",3,6,0,2
"FBgn0040259",199,140,601,422
"FBgn0266739",1,1,0,0
"FBgn0039836",129,138,198,155
"FBgn0051189",0,0,0,0
"FBgn0019624",13576,12593,13081,11432
"FBgn0038849",5,2,2,3
"FBgn0038731",0,0,1,0
"FBti0061867",0,0,1,0
"FBgn0037338",370,510,562,575
"FBgn0028688",5832,6182,5046,5275
"FBtr0304305_df_nrg",0,0,0,0
"FBgn0038144",3,8,13,7
"FBgn0283468",2105,2754,2761,2962
"FBgn0039802",3685,3617,3235,3053
"FBgn0287225",2497,2789,3508,2900
"FBgn0267939",0,0,1,0
"FBgn0040493",4920,5544,3116,3993
"FBti0059798",76,99,92,80
"FBgn0263544",0,0,0,0
"FBgn0016685",14401,13214,15305,15949
"FBti0063897",0,0,0,0
"FBti0059725",0,0,0,0
"FBgn0039136",1521,1873,1375,1529
"FBti0063085",0,0,0,0
"FBgn0037446",2062,2199,2096,2127
"FBgn0038721",436,595,776,670
"FBgn0263412",0,0,0,0
"FBgn0011672",904,1175,1166,1027
"FBti0019422",0,0,0,0
"FBgn0039697",4424,4386,3925,4173
"FBgn0027518",617,785,797,781
"FBgn0037873",3236,3262,3578,2953
"FBgn0039713",103811,103719,90670,85982
"FBgn0039602",831,1165,1030,1094
"FBgn0039067",474,597,613,573
"FBgn0039589",707,858,833,850
"FBgn0264830",0,0,0,0
"FBgn0037760",3360,4828,3671,4050
"FBgn0039118",90,70,204,118
"FBgn0266247",0,0,0,1
"FBgn0038063",98,72,222,128
"FBgn0039349",4207,3864,7471,5147
"FBti0063920",0,0,0,0
"FBgn0039667",5,9,31,13
"FBgn0039483",0,0,0,0
"FBgn0263480",1,0,1,0
"FBgn0037432",25,33,56,45
"FBgn0037896",6,8,27,5
"FBgn0267799",0,0,0,0
"FBgn0038569",1058,1245,1012,1015
"FBgn0262363",0,0,0,0
"FBgn0038658",0,0,2,1
"FBgn0013813",22,29,12,8
"FBgn0038546",2317,2768,2397,2314
"FBgn0086054",1,0,0,0
"FBgn0037621",2914,3258,2873,2885
"FBgn0002937",32,56,45,44
"FBgn0003169",1354,1856,2167,2002
"FBgn0004897",110,91,105,126
"FBgn0037780",2044,2320,1544,1690
"FBgn0262582",3729,5831,5587,4985
"FBgn0038741",187,205,250,220
"FBgn0051207",0,0,0,0
"FBgn0025879",207,266,239,298
"FBgn0040253",0,0,0,0
"FBgn0085384",847,1277,958,909
"FBti0063746",0,1,0,0
"FBgn0053551",0,0,0,0
"FBgn0027562",0,7,6,5
"FBgn0039594",282,460,736,645
"FBti0062446",0,0,0,0
"FBgn0037324",16,14,50,33
"FBgn0038234",418,437,582,541
"FBgn0039197",4,2,0,3
"FBgn0266566",50,80,5,17
"FBgn0019925",2082,2558,2563,2555
"FBgn0039480",39,472,6,27
"FBgn0037611",141,156,190,148
"FBti0063300",2,3,4,1
"FBgn0266599",109393,126861,141349,132920
"FBgn0039065",791,860,807,847
"FBgn0038765",153,170,167,203
"FBgn0267818",0,0,0,1
"FBgn0004186",0,1,0,0
"FBgn0262994",1,0,0,0
"FBgn0038217",1,1,0,0
"FBgn0038584",446,560,607,547
"FBgn0039687",691,772,681,743
"FBgn0263652",1,2,3,5
"FBgn0038492",5,59,5,4
"FBgn0037885",462,525,300,376
"FBti0019372",0,0,0,0
"FBti0059907",0,0,0,0
"FBti0019424",0,0,0,0
"FBgn0266268",1973,2102,2232,1998
"FBgn0038942",0,0,0,0
"FBgn0040623",0,0,0,0
"FBti0062759",0,0,0,0
"FBgn0037485",1,1,0,1
"FBti0061927",2,0,0,0
"FBgn0051176",94,105,58,113
"FBgn0051477",9,17,10,18
"FBgn0039204",1900,1989,1603,1569
"FBgn0038179",32,51,9,9
"FBgn0038588",473,636,545,580
"FBgn0037574",243,279,267,274
"FBgn0038878",97,60,297,227
"FBti0061865",15,17,15,11
"FBgn0038511",43,165,7,26
"FBgn0026576",1056,1267,1267,1325
"FBgn0266916",1342,1955,2198,1966
"FBgn0261932",0,0,0,1
"FBgn0039305",1480,1379,1243,1133
"FBgn0038014",13,27,25,35
"FBgn0038484",0,0,0,0
"FBgn0250910",472,648,1167,685
"FBgn0265274",2773,3905,3143,4137
"FBgn0263413",12,17,33,11
"FBti0061078",1,2,4,0
"FBtr0445488_df_nrg",0,0,0,0
"FBgn0037618",90,103,34,105
"FBti0062551",4,2,3,1
"FBgn0039840",3,3,2,3
"FBgn0038156",363,469,337,338
"FBgn0051506",0,0,0,0
"FBgn0267766",0,0,0,0
"FBgn0026417",180,176,143,135
"FBgn0038028",3,4,7,4
"FBti0061735",0,0,0,0
"FBgn0037429",4,48,33,16
"FBti0019403",1,1,1,2
"FBgn0001197",11650,13932,15613,18052
"FBti0060417",0,0,1,0
"FBgn0013278",2116,2246,6884,2817
"FBgn0038977",1,2,14,4
"FBtr0309743_df_nrg",0,0,0,0
"FBgn0039376",6,0,0,0
"FBgn0024558",2752,2669,2915,2495
"FBgn0039875",1284,1673,1667,1597
"FBgn0039434",1,5,1,5
"FBgn0264832",5,3,7,6
"FBgn0037556",3337,3949,3953,3737
"FBgn0262005",0,0,0,0
"FBgn0267104",1,1,0,4
"FBgn0041707",5732,6015,9294,5633
"FBgn0263554",0,0,0,0
"FBgn0267761",0,0,0,0
"FBgn0037225",24,20,62,31
"FBgn0004510",713,832,921,928
"FBgn0038076",0,3,11,6
"FBti0061577",0,0,0,0
"FBti0064294",0,0,0,0
"FBgn0051140",3557,5767,7554,4968
"FBgn0266697",8,12,5,9
"FBti0061513",0,0,0,0
"FBgn0039366",0,0,0,0
"FBgn0264430",0,0,0,0
"FBgn0025571",7249,9016,6907,7125
"FBti0062854",0,0,0,0
"FBgn0039347",42,36,152,84
"FBgn0058182",3,0,1,5
"FBgn0267918",0,0,0,0
"FBti0020352",0,0,0,0
"FBgn0086704",66,146,85,98
"FBti0062098",0,0,0,0
"FBgn0085465",10,1,9,3
"FBgn0038186",0,0,0,0
"FBgn0011905",0,0,0,0
"FBgn0039453",0,0,0,95
"FBtr0309573_df_nrg",0,0,0,0
"FBgn0037391",1383,1467,1658,1459
"FBgn0038829",1373,1794,1689,1726
"FBgn0083049",13,9,11,17
"FBgn0038123",1,2,1,2
"FBgn0000454",3904,4296,4305,4120
"FBgn0039348",4330,4686,4060,4152
"RR48349_transposable_element",0,5,6,1
"FBgn0266407",0,2,0,2
"FBgn0037215",1603,2029,2114,1865
"FBgn0286204",7,67,1,2
"FBgn0283555",0,0,0,0
"FBgn0037538",2111,2396,1769,2133
"FBti0020385",0,0,1,0
"FBgn0259917",0,0,0,0
"FBgn0037999",707,625,648,626
"FBgn0027657",546,502,1138,1069
"FBgn0037862",1,0,0,0
"FBgn0038909",32,31,37,31
"FBgn0038127",2,0,0,0
"FBti0019368",3,2,2,4
"FBgn0039405",0,0,0,0
"FBgn0053207",645,910,1377,1016
"FBgn0039467",64,41,107,73
"FBgn0267661",1,5,6,0
"FBgn0260760",0,0,0,0
"FBgn0020912",553,609,1077,710
"FBgn0004606",1180,1915,1925,1683
"FBgn0038771",3995,3859,3200,3358
"FBti0019456",0,0,0,0
"FBgn0051269",0,0,0,0
"FBgn0263118",48,43,251,124
"FBgn0037992",9,135,11,13
"FBtr0472759_df_nrg",0,0,0,0
"FBgn0039482",0,1,0,37
"FBgn0002629",997,1293,1942,2196
"FBgn0037671",4337,4901,7543,6020
"FBgn0051345",3,2,8,7
"FBgn0039324",0,0,0,0
"FBgn0267807",0,2,1,0
"FBgn0037661",270,340,371,345
"FBgn0051327",5,0,0,0
"FBgn0083050",17,9,9,11
"FBti0063778",0,1,0,0
"FBgn0039038",0,0,2,3
"FBgn0039568",3,2,0,2
"FBgn0039818",5,3,9,5
"FBgn0038673",351,424,339,425
"FBgn0037548",167,145,139,164
"FBgn0039408",3,2,3,0
"FBgn0037506",3,1,4,4
"FBgn0283546",0,0,0,0
"FBgn0028837",3051,3474,2523,2548
"FBgn0260794",6881,10802,8475,9078
"FBgn0039811",21,6,75,9
"FBgn0262576",6,6,6,6
"FBti0060429",0,0,0,0
"FBti0062139",0,0,0,0
"FBti0061873",0,0,0,0
"FBgn0285993",0,0,0,0
"FBgn0266464",1691,1879,1856,1790
"FBgn0037622",1385,1738,1410,1403
"FBti0019458",0,0,1,0
"FBgn0267565",0,0,0,0
"FBgn0037798",258,282,250,236
"FBti0019420",0,0,0,0
"FBgn0039151",51,79,18,57
"FBgn0086472",42267,43313,40607,39291
"FBgn0085336",0,0,0,0
"FBgn0264896",0,0,0,0
"FBgn0038945",1,5,0,5
"FBgn0082831",4638,6273,5325,5132
"FBgn0040608",0,0,0,0
"FBgn0043457",1418,1576,1478,1371
"FBgn0037223",4,2,3,6
"FBgn0039740",545,743,679,720
"FBgn0038617",924,1032,1015,922
"FBgn0037845",10,31,30,23
"FBgn0262587",9,2,3,1
"FBti0019314",0,0,0,0
"FBgn0270928",983,1505,2167,1378
"FBgn0038397",23,41,41,42
"FBgn0267152",0,0,0,0
"FBgn0039518",7,1,0,2
"FBgn0040252",14,12,29,13
"FBgn0038365",13,12,41,20
"FBgn0037749",934,906,1336,1240
"FBgn0285911",1435,1734,1518,1576
"FBti0019338",2,1,0,5
"FBgn0266738",0,2,0,0
"FBgn0037290",556,630,888,620
"FBgn0002626",60699,58295,52914,52019
"FBti0061786",0,0,0,0
"FBgn0067782",0,0,0,0
"FBgn0037411",2,2,7,1
"FBgn0040227",14958,15751,14612,13723
"FBgn0038775",0,0,0,0
"FBgn0051205",0,0,0,0
"FBgn0038447",3,1,0,0
"FBgn0038438",614,635,898,769
"FBgn0039068",183,166,160,208
"FBgn0015230",3,2,0,0
"FBgn0046225",794,983,798,867
"FBgn0003358",2,0,1,1
"FBgn0262588",2,0,0,1
"FBgn0024289",14,6,12,11
"FBgn0015625",3288,3976,5202,4741
"RR46410_transposable_element",7,10,3,10
"FBgn0266175",0,0,0,0
"FBgn0267195",0,0,0,0
"FBgn0053346",0,1,0,0
"FBgn0037916",4,8,15,10
"FBti0020332",0,0,0,0
"FBti0062535",0,0,0,0
"FBgn0038601",877,849,1102,978
"FBgn0038271",12743,12879,15322,12626
"FBgn0051105",3,3,0,0
"FBgn0064912",12,6,1,3
"FBgn0015737",4364,5764,5465,5217
"FBgn0039448",0,0,0,0
"FBgn0038702",0,3,1,1
"FBgn0039565",0,0,0,0
"FBgn0027524",1507,1767,1237,1198
"FBti0061018",1,1,6,2
"FBti0059850",0,0,0,0
"FBgn0263406",0,0,0,0
"FBgn0003507",175,38,145,93
"FBgn0015572",1,6,6,3
"FBgn0042106",5,15,8,8
"FBgn0262003",0,0,2,5
"FBgn0039471",0,0,0,0
"FBgn0086060",0,0,0,0
"FBti0020298",3,2,2,1
"FBgn0003525",2034,2754,2964,3510
"FBgn0015229",1149,1426,1241,1412
"FBgn0283499",794,1287,1028,855
"FBgn0267148",1,0,4,4
"FBgn0039490",6,9,14,10
"FBgn0037384",414,469,500,526
"FBgn0265082",2483,3389,4143,3377
"FBti0019350",0,1,0,0
"FBgn0037239",774,704,2670,1440
"FBgn0053658",0,0,0,0
"FBgn0051413",1,0,0,1
"FBgn0039686",84,36,7,15
"FBgn0051313",24,35,11,42
"FBgn0039698",774,777,750,873
"FBgn0037553",3,9,1,3
"FBgn0039754",175,248,103,179
"FBti0063269",0,0,0,0
"FBgn0038173",89,113,239,118
"FBgn0265419",19,7,7,5
"FBti0019326",0,0,0,0
"FBgn0051125",1225,1338,922,935
"FBgn0039829",151,176,240,254
"FBgn0010328",8805,10539,9277,9764
"FBgn0038515",1050,1164,1316,1303
"FBgn0039776",2030,2573,1950,1987
"FBgn0019957",3798,4173,4988,3967
"FBgn0000150",48194,48278,36200,39204
"FBgn0038047",84,120,136,120
"FBgn0002645",4103,5772,4981,5224
"FBgn0004436",2043,2556,2640,2637
"FBgn0069242",1764,2032,1397,1444
"FBgn0263388",0,0,0,2
"FBgn0267722",3,3,1,2
"FBgn0083946",39,26,24,25
"FBgn0038381",402,446,632,568
"FBgn0051373",36,20,54,50
"FBgn0025821",3,0,0,0
"FBgn0044823",358,489,556,539
"FBti0062454",0,0,0,0
"FBgn0086061",5,17,1,17
"FBgn0039472",0,0,0,0
"FBgn0040687",0,0,0,0
"FBgn0038188",0,1,0,0
"FBgn0038575",3,0,4,3
"FBgn0053108",287,324,293,285
"FBgn0051174",23,15,11,11
"FBgn0267810",12,14,12,9
"FBgn0039059",3,0,0,0
"FBgn0001280",2481,2762,2084,2320
"FBgn0016917",2275,2835,3701,3500
"FBgn0051087",0,0,0,14
"FBgn0039339",7,9,9,6
"FBti0061896",0,3,0,0
"FBgn0038038",1451,1219,1234,1226
"FBgn0267953",0,0,0,0
"FBti0019282",1,1,1,0
"FBgn0039040",0,0,0,0
"FBgn0038250",102,31,45,52
"FBgn0039039",0,5,1,0
"FBgn0038056",903,1014,1060,986
"FBti0063801",0,0,0,0
"FBti0062520",0,0,0,0
"FBgn0038676",27,62,26,54
"FBgn0262367",0,0,0,0
"FBgn0083039",1,2,1,4
"FBgn0039009",5,2,3,1
"FBti0019425",0,2,8,4
"FBgn0004118",874,1066,1397,1009
"FBgn0038001",0,0,0,0
"FBgn0026190",39,12,6,14
"FBgn0051050",1,0,1,0
"FBti0060383",0,0,0,0
"FBgn0003889",148,142,110,119
"FBti0063766",0,0,0,0
"FBgn0051550",3397,3878,4085,3672
"FBgn0038356",0,0,0,0
"FBgn0038069",0,0,0,0
"FBti0062420",0,0,0,0
"FBgn0262006",0,0,0,0
"FBtr0304218_df_nrg",0,0,0,0
"FBgn0027865",947,1396,1661,1298
"FBgn0266451",0,0,0,0
"FBti0019395",0,0,0,0
"FBgn0262223",0,0,0,0
"FBti0061757",0,0,0,1
"FBti0061079",1,0,1,0
"RR48326_transposable_element",0,0,0,0
"FBgn0286507",7,0,4,5
"FBgn0037672",43,86,50,34
"FBgn0038846",1,2,7,0
"FBgn0051167",0,0,0,0
"FBgn0038371",249,247,285,247
"FBgn0287587",0,0,0,0
"FBti0019363",1,1,0,2
"FBgn0045471",0,0,0,0
"FBgn0039771",0,0,0,0
"FBgn0039544",1060,1255,1250,1232
"FBgn0051568",0,0,0,0
"FBgn0263750",2,5,1,2
"FBgn0039846",699,876,1121,963
"FBgn0010247",1453,1554,2154,1877
"FBgn0261380",905,1044,1375,1131
"FBgn0037762",0,1,0,2
"FBgn0266748",0,0,0,0
"FBgn0038285",0,5,5,1
"FBgn0039576",0,0,0,0
